cinema,date,time,title,year,href,poster
JAFC,25-01-01,19:00,American Beauty,1999,https://www.jaffacinema.com/calendar/5589/,https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_SX300.jpg
JAFC,25-01-01,20:30,The Vanishing Soldier,2023,https://www.jaffacinema.com/calendar/5590/,https://m.media-amazon.com/images/M/MV5BN2YyOTVhMjUtZTM0ZC00MDY3LTgyYzEtMGQxMmQwZmQzZTJkXkEyXkFqcGc@._V1_SX300.jpg
JAFC,25-01-01,21:30,"Come, Closer",2010,https://www.jaffacinema.com/calendar/5591/,https://m.media-amazon.com/images/M/MV5BOTllMTJhMjEtNzZjMS00MzhjLThmMjgtMGIwMTcwODA0MDZjXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_SX300.jpg
JLMCT,25-01-01,17:00,Being a Nazi – The Kindly Ones by Jonathan Littell,,https://jer-cin.org.il/en/event/80347,
JLMCT,25-01-01,17:00,Chariots of Fire,1981,https://jer-cin.org.il/en/event/80341,https://m.media-amazon.com/images/M/MV5BZjkzZjFmZDEtNTliZi00MDcwLThjMTMtNmI5OGVmYjZjZDM1XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-01,18:30,Rabbi on the Block,2023,https://jer-cin.org.il/en/event/80349,https://m.media-amazon.com/images/M/MV5BYjNhNGM3ZmEtMmY0Zi00ZTQ4LTg5YTYtZTFiNDdmNzBmODc2XkEyXkFqcGdeQXVyMzk3MDUzNTA@._V1_SX300.jpg
JLMCT,25-01-01,19:00,Marathon Mom,2025,https://jer-cin.org.il/en/event/80335,https://m.media-amazon.com/images/M/MV5BNTA4Njg5ZDAtYjRjNS00MDQxLWJiZmEtNzM5MTYzYjBjNjNiXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-01,21:00,A Real Pain,2024,https://jer-cin.org.il/en/event/80337,https://m.media-amazon.com/images/M/MV5BODY2YWYwM2YtZTVlNC00MjgyLTgzYTgtNmFmYWE5ZmY1MDM5XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,11:00,Sonic the Hedgehog 3,2024,https://www.hcinema.org.il/event/%d7%a1%d7%95%d7%a0%d7%99%d7%a7-%d7%94%d7%a1%d7%a8%d7%98-3-sonic-the-hedgehog-3-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-02/,https://m.media-amazon.com/images/M/MV5BMjZjNjE5NDEtOWJjYS00Mjk2LWI1ZDYtOWI1ZWI3MzRjM2UzXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,11:30,Moana 2,2024,https://www.hcinema.org.il/event/%d7%9e%d7%95%d7%90%d7%a0%d7%94-2-moana-2-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-02/1/,https://m.media-amazon.com/images/M/MV5BZDUxNThhYTUtYjgxNy00MGQ4LTgzOTEtZjg1YTU5NTcwNThlXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,14:00,Better Man,2024,https://www.hcinema.org.il/event/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%a8%d7%95%d7%91%d7%99-%d7%95%d7%95%d7%99%d7%9c%d7%99%d7%90%d7%9e%d7%a1-better-man/2025-01-02/1/,https://m.media-amazon.com/images/M/MV5BZDdhZWNkZTYtMzZjMy00OWIzLTllNGEtOWU0NjZhNjFiZTViXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,14:15,Wicked,2024,https://www.hcinema.org.il/event/%d7%9e%d7%a8%d7%a9%d7%a2%d7%aa-wicked-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-02/,https://m.media-amazon.com/images/M/MV5BOWMwYjYzYmMtMWQ2Ni00NWUwLTg2MzAtYzkzMDBiZDIwOTMwXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,17:00,Better Man,2024,https://www.hcinema.org.il/event/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%a8%d7%95%d7%91%d7%99-%d7%95%d7%95%d7%99%d7%9c%d7%99%d7%90%d7%9e%d7%a1-better-man/2025-01-02/2/,https://m.media-amazon.com/images/M/MV5BZDdhZWNkZTYtMzZjMy00OWIzLTllNGEtOWU0NjZhNjFiZTViXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,17:15,Moana 2,2024,https://www.hcinema.org.il/event/%d7%9e%d7%95%d7%90%d7%a0%d7%94-2-moana-2-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-02/2/,https://m.media-amazon.com/images/M/MV5BZDUxNThhYTUtYjgxNy00MGQ4LTgzOTEtZjg1YTU5NTcwNThlXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,17:30,Riviera Revenge,,https://www.hcinema.org.il/event/%d7%9e%d7%9b%d7%aa%d7%91%d7%99-%d7%90%d7%94%d7%91%d7%94-%d7%9e%d7%94%d7%a8%d7%99%d7%91%d7%99%d7%99%d7%a8%d7%94-riviera-revenge/2025-01-02/,
HRZCT,25-01-02,19:15,The Ring,2024,https://www.hcinema.org.il/event/%d7%94%d7%98%d7%91%d7%a2%d7%aa-the-ring-2/2025-01-02/,https://m.media-amazon.com/images/M/MV5BNmYxZDRkOTEtMjcyYS00MDlhLTk5OGItNDNiMTA4NzBjNjJmXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,19:30,Aliens: Director's Cut,,https://www.hcinema.org.il/event/%d7%a9%d7%95%d7%91%d7%95-%d7%a9%d7%9c-%d7%94%d7%a0%d7%95%d7%a1%d7%a2-%d7%94%d7%a9%d7%9e%d7%99%d7%a0%d7%99-%d7%92%d7%a8%d7%a1%d7%aa-%d7%94%d7%91%d7%9e%d7%90%d7%99-aliens-directors-cut/,
HRZCT,25-01-02,20:00,Better Man,2024,https://www.hcinema.org.il/event/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%a8%d7%95%d7%91%d7%99-%d7%95%d7%95%d7%99%d7%9c%d7%99%d7%90%d7%9e%d7%a1-better-man/2025-01-02/3/,https://m.media-amazon.com/images/M/MV5BZDdhZWNkZTYtMzZjMy00OWIzLTllNGEtOWU0NjZhNjFiZTViXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,22:15,Better Man,2024,https://www.hcinema.org.il/event/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%a8%d7%95%d7%91%d7%99-%d7%95%d7%95%d7%99%d7%9c%d7%99%d7%90%d7%9e%d7%a1-better-man/2025-01-02/4/,https://m.media-amazon.com/images/M/MV5BZDdhZWNkZTYtMzZjMy00OWIzLTllNGEtOWU0NjZhNjFiZTViXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,22:30,Alien Resurrection,1997,https://www.hcinema.org.il/event/%d7%94%d7%a0%d7%95%d7%a1%d7%a2-%d7%94%d7%a9%d7%9e%d7%99%d7%a0%d7%99-%d7%94%d7%aa%d7%97%d7%99%d7%99%d7%94-alien-resurrection/,https://m.media-amazon.com/images/M/MV5BNDMyNmU5ZGQtNzhiZi00NjRjLTk3NGUtMmQ5YWU4ODlkNTBhXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-02,23:00,Nosferatu,2024,https://www.hcinema.org.il/event/%d7%a0%d7%95%d7%a1%d7%a4%d7%a8%d7%98%d7%95-nosferatu/2025-01-02/,https://m.media-amazon.com/images/M/MV5BY2FhZGE3NmEtNWJjOC00NDI1LWFhMTQtMjcxNmQzZmEwNGIzXkEyXkFqcGc@._V1_SX300.jpg
JAFC,25-01-02,18:00,Happiness for Beginners,2023,https://www.jaffacinema.com/calendar/5592/,https://m.media-amazon.com/images/M/MV5BYTEzYTFkMDctNzY0ZS00MGZhLTg3MGItZmY0ZTc0NTFiYjk3XkEyXkFqcGc@._V1_SX300.jpg
JAFC,25-01-02,20:30,Vagabond,1985,https://www.jaffacinema.com/calendar/5600/,https://m.media-amazon.com/images/M/MV5BZTY2NTQwNjMtYmQ4OS00M2MwLTk1MGEtYzMyNTBlMzIyY2QyXkEyXkFqcGc@._V1_SX300.jpg
JAFC,25-01-02,21:30,Mulholland Drive,2001,https://www.jaffacinema.com/calendar/5593/,https://m.media-amazon.com/images/M/MV5BNjliY2UwMjQtYjVlNi00NzExLTg1MDMtMjE2OTYwYjI0NTcxXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-02,11:00,The Nutcracker and the Four Realms,2018,https://jer-cin.org.il/en/event/78252,https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_SX300.jpg
JLMCT,25-01-02,16:00,Führer and Seducer,,https://jer-cin.org.il/en/event/80367,
JLMCT,25-01-02,16:30,Here Lived,2023,https://jer-cin.org.il/en/event/80359,https://m.media-amazon.com/images/M/MV5BNGM5NzJhNTYtNjUwYi00NzFjLTkzOTYtNzNmNzE4Zjc5NGNjXkEyXkFqcGdeQXVyMjYyMjAzOTc@._V1_SX300.jpg
JLMCT,25-01-02,17:00,Dybbuk: The Curse Is Real,2021,https://jer-cin.org.il/en/event/80363,https://m.media-amazon.com/images/M/MV5BZjc3MTY2MjEtOGZlMC00ODhlLThjZmQtM2JlYjBjOTJjMTY5XkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-02,18:00,Riefenstahl,2024,https://jer-cin.org.il/en/event/80353,https://m.media-amazon.com/images/M/MV5BZTE1MjZmZDAtNDUyYS00ZjRhLTgzZGMtNDc3N2YyMzNhMWJlXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-02,18:30,The Future Awaits,,https://jer-cin.org.il/en/event/80357,
JLMCT,25-01-02,18:30,The Unspoken,2015,https://jer-cin.org.il/en/event/80369,https://m.media-amazon.com/images/M/MV5BMTUxNTEyMjg0OV5BMl5BanBnXkFtZTgwNzAzNTAzMDI@._V1_SX300.jpg
JLMCT,25-01-02,20:00,The Lost City,2022,https://jer-cin.org.il/en/event/80365,https://m.media-amazon.com/images/M/MV5BZjA4YmZjMWItZGNkNS00ODFkLWEwNjUtNGNhMzViZDRmMzgxXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-02,20:30,"Marco, The Invented Truth",,https://jer-cin.org.il/en/event/80377,
JLMCT,25-01-02,20:30,Looking For Chloé,,https://jer-cin.org.il/en/event/80361,
JLMCT,25-01-02,20:30,Modesty Blaise,1966,https://jer-cin.org.il/en/event/80355,https://m.media-amazon.com/images/M/MV5BNjgxOGJjZTEtNTc5NS00OWM0LTkwM2UtNmY5M2M2MDY4YzZhXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-02,16:30,Riviera Revenge,2024,https://www.cinema.co.il/en/event/%d7%9e%d7%9b%d7%aa%d7%91%d7%99-%d7%90%d7%94%d7%91%d7%94-%d7%9e%d7%a8%d7%99%d7%91%d7%99%d7%99%d7%a8%d7%94/,
TLVCT,25-01-02,17:00,Cocorico,2024,https://www.cinema.co.il/en/event/%d7%91%d7%9e%d7%a9%d7%a4%d7%97%d7%95%d7%aa-%d7%94%d7%9b%d7%99-%d7%98%d7%95%d7%91%d7%95%d7%aa/,https://m.media-amazon.com/images/M/MV5BMDQ4ODhkMGQtMDdhYS00YmU4LWI3NjItMzhhYzg0M2EwNTdmXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-02,18:00,Riviera Revenge,2024,https://www.cinema.co.il/en/event/%d7%9e%d7%9b%d7%aa%d7%91%d7%99-%d7%90%d7%94%d7%91%d7%94-%d7%9e%d7%a8%d7%99%d7%91%d7%99%d7%99%d7%a8%d7%94/,
TLVCT,25-01-02,18:30,The Successor,2023,https://www.cinema.co.il/en/event/%d7%94%d7%99%d7%95%d7%a8%d7%a9/,https://m.media-amazon.com/images/M/MV5BZWQwMzgzNjItNTcxZC00Zjk4LWIyMzAtYWZiMGIwZTQ1ZmQwXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-02,19:00,One More Win,2015,https://www.cinema.co.il/en/event/%d7%a8%d7%a7-%d7%a0%d7%a6%d7%97%d7%95%d7%9f-%d7%90%d7%97%d7%93/,0
TLVCT,25-01-02,20:00,The Braid,2023,https://www.cinema.co.il/en/event/%d7%94%d7%a6%d7%9e%d7%94-%d7%94%d7%a8%d7%a6%d7%90%d7%94/,https://m.media-amazon.com/images/M/MV5BMTJkZTQ1ZWEtMzQ1Ni00MmU2LTgzZTctYmI4MDc4YWJhMWViXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-02,21:00,The Apprentice,2024,https://www.cinema.co.il/en/event/%d7%94%d7%9e%d7%aa%d7%9e%d7%97%d7%94/,https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,11:00,Sonic the Hedgehog 3,2024,https://www.hcinema.org.il/event/%d7%a1%d7%95%d7%a0%d7%99%d7%a7-%d7%94%d7%a1%d7%a8%d7%98-3-sonic-the-hedgehog-3-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-03/1/,https://m.media-amazon.com/images/M/MV5BMjZjNjE5NDEtOWJjYS00Mjk2LWI1ZDYtOWI1ZWI3MzRjM2UzXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,11:15,Wicked,2024,https://www.hcinema.org.il/event/%d7%9e%d7%a8%d7%a9%d7%a2%d7%aa-wicked-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-03/,https://m.media-amazon.com/images/M/MV5BOWMwYjYzYmMtMWQ2Ni00NWUwLTg2MzAtYzkzMDBiZDIwOTMwXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,11:30,Moana 2,2024,https://www.hcinema.org.il/event/%d7%9e%d7%95%d7%90%d7%a0%d7%94-2-moana-2-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-03/1/,https://m.media-amazon.com/images/M/MV5BZDUxNThhYTUtYjgxNy00MGQ4LTgzOTEtZjg1YTU5NTcwNThlXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,13:00,Riviera Revenge,,https://www.hcinema.org.il/event/%d7%9e%d7%9b%d7%aa%d7%91%d7%99-%d7%90%d7%94%d7%91%d7%94-%d7%9e%d7%94%d7%a8%d7%99%d7%91%d7%99%d7%99%d7%a8%d7%94-riviera-revenge/2025-01-03/1/,
HRZCT,25-01-03,13:30,Better Man,2024,https://www.hcinema.org.il/event/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%a8%d7%95%d7%91%d7%99-%d7%95%d7%95%d7%99%d7%9c%d7%99%d7%90%d7%9e%d7%a1-better-man/2025-01-03/1/,https://m.media-amazon.com/images/M/MV5BZDdhZWNkZTYtMzZjMy00OWIzLTllNGEtOWU0NjZhNjFiZTViXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,15:00,Better Man,2024,https://www.hcinema.org.il/event/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%a8%d7%95%d7%91%d7%99-%d7%95%d7%95%d7%99%d7%9c%d7%99%d7%90%d7%9e%d7%a1-better-man/2025-01-03/2/,https://m.media-amazon.com/images/M/MV5BZDdhZWNkZTYtMzZjMy00OWIzLTllNGEtOWU0NjZhNjFiZTViXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,16:00,Sonic the Hedgehog 3,2024,https://www.hcinema.org.il/event/%d7%a1%d7%95%d7%a0%d7%99%d7%a7-%d7%94%d7%a1%d7%a8%d7%98-3-sonic-the-hedgehog-3-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-03/2/,https://m.media-amazon.com/images/M/MV5BMjZjNjE5NDEtOWJjYS00Mjk2LWI1ZDYtOWI1ZWI3MzRjM2UzXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,16:15,Moana 2,2024,https://www.hcinema.org.il/event/%d7%9e%d7%95%d7%90%d7%a0%d7%94-2-moana-2-%d7%93%d7%99%d7%91%d7%95%d7%91-%d7%a2%d7%99%d7%91%d7%a8%d7%99/2025-01-03/2/,https://m.media-amazon.com/images/M/MV5BZDUxNThhYTUtYjgxNy00MGQ4LTgzOTEtZjg1YTU5NTcwNThlXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,17:30,Better Man,2024,https://www.hcinema.org.il/event/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%a8%d7%95%d7%91%d7%99-%d7%95%d7%95%d7%99%d7%9c%d7%99%d7%90%d7%9e%d7%a1-better-man/2025-01-03/3/,https://m.media-amazon.com/images/M/MV5BZDdhZWNkZTYtMzZjMy00OWIzLTllNGEtOWU0NjZhNjFiZTViXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,18:15,Riviera Revenge,,https://www.hcinema.org.il/event/%d7%9e%d7%9b%d7%aa%d7%91%d7%99-%d7%90%d7%94%d7%91%d7%94-%d7%9e%d7%94%d7%a8%d7%99%d7%91%d7%99%d7%99%d7%a8%d7%94-riviera-revenge/2025-01-03/2/,
HRZCT,25-01-03,18:30,The Ring,2024,https://www.hcinema.org.il/event/%d7%94%d7%98%d7%91%d7%a2%d7%aa-the-ring-2/2025-01-03/,https://m.media-amazon.com/images/M/MV5BNmYxZDRkOTEtMjcyYS00MDlhLTk5OGItNDNiMTA4NzBjNjJmXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,20:00,Better Man,2024,https://www.hcinema.org.il/event/%d7%a1%d7%99%d7%a4%d7%95%d7%a8%d7%95-%d7%a9%d7%9c-%d7%a8%d7%95%d7%91%d7%99-%d7%95%d7%95%d7%99%d7%9c%d7%99%d7%90%d7%9e%d7%a1-better-man/2025-01-03/4/,https://m.media-amazon.com/images/M/MV5BZDdhZWNkZTYtMzZjMy00OWIzLTllNGEtOWU0NjZhNjFiZTViXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,20:45,Wicked,2024,https://www.hcinema.org.il/event/%d7%9e%d7%a8%d7%a9%d7%a2%d7%aa-wicked-%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%aa/2025-01-03/,https://m.media-amazon.com/images/M/MV5BOWMwYjYzYmMtMWQ2Ni00NWUwLTg2MzAtYzkzMDBiZDIwOTMwXkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,21:00,High Heels,1991,https://www.hcinema.org.il/event/%d7%a2%d7%a7%d7%91%d7%99%d7%9d-%d7%92%d7%91%d7%95%d7%94%d7%99%d7%9d-high-heels/,https://m.media-amazon.com/images/M/MV5BOTczMmFlNTktNmRhNC00YTJjLWI1YTktYzUxZDFhOWRmMzY5XkEyXkFqcGc@._V1_SX300.jpg
HRZCT,25-01-03,22:30,Nosferatu,2024,https://www.hcinema.org.il/event/%d7%a1%d7%a8%d7%98-%d7%9c%d7%99%d7%9c%d7%94-%d7%a0%d7%95%d7%a1%d7%a4%d7%a8%d7%98%d7%95-nosferatu/,https://m.media-amazon.com/images/M/MV5BY2FhZGE3NmEtNWJjOC00NDI1LWFhMTQtMjcxNmQzZmEwNGIzXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-03,15:30,Gainsbourg: A Heroic Life,2010,https://jer-cin.org.il/en/event/80738,https://m.media-amazon.com/images/M/MV5BMzg4NjMzNGItYTY1ZC00MjNjLWI0YjYtYjkwYjg3ZDcwMjFhXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-03,18:15,This Is My Mother,2023,https://jer-cin.org.il/en/event/80740,https://m.media-amazon.com/images/M/MV5BNGYxN2MzZDYtM2MwZC00MjcxLWEzODMtZGQ2ZmY1ODZlNDUzXkEyXkFqcGc@._V1_SX300.jpg
JLMCT,25-01-03,20:30,Memory,2023,https://jer-cin.org.il/en/event/80744,https://m.media-amazon.com/images/M/MV5BM2NkYzhkOGEtZjgyMi00ZTc3LTlkYTMtYzhkOTZjZTQyYjAzXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-03,11:00,ADA - My Mother the Architect,2024,https://www.cinema.co.il/en/event/%d7%a2%d7%93%d7%94-%d7%90%d7%9e%d7%99-%d7%94%d7%90%d7%93%d7%a8%d7%99%d7%9b%d7%9c%d7%99%d7%aa/,
TLVCT,25-01-03,12:00,Game of Wars & Peace,2024,https://www.cinema.co.il/en/event/%d7%9e%d7%a9%d7%97%d7%a7%d7%99-%d7%9e%d7%9c%d7%97%d7%9e%d7%94-%d7%95%d7%a9%d7%9c%d7%95%d7%9d/,
TLVCT,25-01-03,12:45,The Governor,2009,https://www.cinema.co.il/en/event/%d7%94%d7%9e%d7%95%d7%a9%d7%9c-2024/,https://m.media-amazon.com/images/M/MV5BNzA5OTQ4Mjc1OF5BMl5BanBnXkFtZTcwNjk0NzYyMg@@._V1_SX300.jpg
TLVCT,25-01-03,13:00,Cloudy with a Chance of Meatballs,2009,https://www.cinema.co.il/en/event/%d7%92%d7%a9%d7%9d-%d7%a9%d7%9c-%d7%a4%d7%9c%d7%90%d7%a4%d7%9c-i-%d7%9e%d7%93%d7%95%d7%91%d7%91-i-%d7%a4%d7%95%d7%a4%d7%99%d7%9d/,https://m.media-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg
TLVCT,25-01-03,13:30,The Braid,2023,https://www.cinema.co.il/en/event/%d7%94%d7%a6%d7%9e%d7%94/,https://m.media-amazon.com/images/M/MV5BMTJkZTQ1ZWEtMzQ1Ni00MmU2LTgzZTctYmI4MDc4YWJhMWViXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-03,14:00,The Successor,2023,https://www.cinema.co.il/en/event/%d7%94%d7%99%d7%95%d7%a8%d7%a9/,https://m.media-amazon.com/images/M/MV5BZWQwMzgzNjItNTcxZC00Zjk4LWIyMzAtYWZiMGIwZTQ1ZmQwXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-03,14:15,Under a Blue Sun,2024,https://www.cinema.co.il/en/event/%d7%9e%d7%aa%d7%97%d7%aa-%d7%9c%d7%a9%d7%9e%d7%a9-%d7%94%d7%9b%d7%97%d7%95%d7%9c%d7%94/,https://m.media-amazon.com/images/M/MV5BODNlOGUyODEtZTc4OC00YmI3LWEyYzEtNGI5MTZmY2UxZjFiXkEyXkFqcGc@._V1_SX300.jpg
TLVCT,25-01-03,14:30,Why War,2024,https://www.cinema.co.il/en/event/%d7%9c%d7%9e%d7%94-%d7%9e%d7%9c%d7%97%d7%9e%d7%94/,0
