title,poster,year,valid,runtime,imdbID,imdbRating,imdbVotes,rtRating,popularity
Goodrich,https://m.media-amazon.com/images/M/MV5BMWVkNDNmYjEtNDZiYS00NjcyLWJiMWYtZTc2Y2FhMzc4NTE0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,111,tt10171472,0,0,78,74.41
It Ends with Us,https://m.media-amazon.com/images/M/MV5BYzM2NGMzNGQtZjNhMi00MTVkLTg2ZGQtN2M4OTllYzU1Y2Y0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,130,tt10655524,6.5,41885,56,50.91
Joker: Folie à Deux,https://m.media-amazon.com/images/M/MV5BNTRlNmU1NzEtODNkNC00ZGM3LWFmNzQtMjBlMWRiYTcyMGRhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,138,tt11315808,5.3,90310,32,56.5
La Cocina,https://m.media-amazon.com/images/M/MV5BMGYyYjI3MGQtNGIzNS00MTgxLWE2NDctMmZlNzE5OGY4NTY3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,139,tt19864832,7.3,423,76,67
My Old Ass,https://m.media-amazon.com/images/M/MV5BNDhiYjE1ZTAtMjM2My00OGZhLWE4MGMtMDI1YzRiYWYzMTdkXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,89,tt18559464,7.5,3413,90,59.77
Red One,https://m.media-amazon.com/images/M/MV5BZmFkMjE4NjQtZTVmZS00MDZjLWE2ZmEtZTkzODljNjhlNWUxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,123,tt14948432,0,0,32,32.62
Smile 2,https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,127,tt29268110,7.2,21791,85,66.6
Stand Up Rahul,https://m.media-amazon.com/images/M/MV5BNjQ4NmU5ZGMtZWY4OS00NzVkLWE2NWYtODE2NTQwN2ZlZDVlXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2022,yes,142,tt14806338,5.1,974,0,48.1
Take Me Home,https://m.media-amazon.com/images/M/MV5BZmNhODIwNTYtNzBlNy00ZjMzLWE5ZGEtM2UzMGYyMzFhNDAyXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,102,tt29198923,0,109,0,43
The Apprentice,https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,122,tt8368368,7.3,10263,82,53.53
The Braid,https://m.media-amazon.com/images/M/MV5BMTJkZTQ1ZWEtMzQ1Ni00MmU2LTgzZTctYmI4MDc4YWJhMWViXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,121,tt19894774,7.1,1289,0,86.98
The Substance,https://m.media-amazon.com/images/M/MV5BZDQ1NGE5MGMtYzdlZC00ODExLWJlMDMtNWU4NjA5OWYwMDEwXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,141,tt17526714,7.7,48175,90,87.18
The Tasting,https://m.media-amazon.com/images/M/MV5BNTljZDZjZjgtMDA4OS00NzU3LTg5MTEtNGRhMGNkZmM0OTA1XkEyXkFqcGc@._V1_SX300.jpg,2022,yes,92,tt14504294,6.2,987,0,63.62
The Teachers' Lounge,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,98,tt26612950,7.4,22714,96,49.5
The Vanishing Soldier,https://m.media-amazon.com/images/M/MV5BN2YyOTVhMjUtZTM0ZC00MDY3LTgyYzEtMGQxMmQwZmQzZTJkXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,105,tt27817584,6.3,232,0,79.44
The Wild Robot,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,102,tt29623480,8.5,21354,98,75.57
There's Still Tomorrow,https://m.media-amazon.com/images/M/MV5BMmZhOWMzNzQtNjY0OC00MTYzLTllODUtZjZjY2MzNDc5ODdmXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,118,tt21800162,7.7,12362,100,8.93
This Is My Mother,https://m.media-amazon.com/images/M/MV5BNGYxN2MzZDYtM2MwZC00MjcxLWEzODMtZGQ2ZmY1ODZlNDUzXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,105,tt25386452,0,205,0,54.2
This Time Next Year,https://m.media-amazon.com/images/M/MV5BOTk2ZDEyN2EtNzM2YS00Y2VlLWI0MTUtMGFlY2M4MWEwNGNiXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,116,tt16301164,5.6,1024,0,33.33
Til Death Do Us Part,https://m.media-amazon.com/images/M/MV5BMzU0ZjViOTYtZWVhZC00ZTI5LTljMGUtZmZhYjI1ZjM2ZTU1XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,111,tt27047448,3.8,6489,35,76.46
Transformers One,https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,104,tt8864596,7.7,22587,89,70.65
Venom: The Last Dance,https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,109,tt16366836,0,0,41,72.54
We Live in Time,https://m.media-amazon.com/images/M/MV5BMGJkNjAxNTUtMGU5MC00ZTUyLTlmYzctNmE0ZDUzZTk5YTY1XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,107,tt27131358,7.4,853,78,72.5
Weekend in Taipei,https://m.media-amazon.com/images/M/MV5BY2JiNDJiN2EtNGRlNC00ODE2LTgwNmQtOGFiZTk0NjZlMmFhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,100,tt28142896,5.8,461,56,68.77
Wicked: Part One,https://m.media-amazon.com/images/M/MV5BMzE0NjU1NjctNTY5Mi00OGE2LWJkYjktZDI0MTNjN2RhNDMwXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,160,tt1262426,0,0,0,99.43
Here,https://m.media-amazon.com/images/M/MV5BYWQ5ZDQ5YWQtMThiMS00MGM4LTk2NjktYTllYzg2NTRiNTMxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,104,tt18272208,0,0,0,85
