cinema,date,time,timeHref,title,snif,type
CC,24-12-31,21:00,5241,9/11: I Was There,Jerusalem,R
CC,24-12-31,22:20,5241,9/11: I Was There,Jerusalem,R
CC,24-12-31,19:15,5241,9/11: I Was There,Kfar Saba,R
CC,24-12-31,20:30,5241,9/11: I Was There,Kfar Saba,R
CC,24-12-31,21:00,5241,9/11: I Was There,Kfar Saba,R
CC,24-12-31,19:30,5241,9/11: I Was There,Netanya,R
CC,24-12-31,21:00,5241,9/11: I Was There,Netanya,R
CC,24-12-31,22:20,5241,9/11: I Was There,Netanya,R
CC,24-12-31,19:30,5241,9/11: I Was There,Beer Sheva,R
CC,24-12-31,20:00,5241,9/11: I Was There,Beer Sheva,R
CC,24-12-31,21:00,5241,9/11: I Was There,Beer Sheva,R
CC,24-12-31,21:30,5241,9/11: I Was There,Beer Sheva,R
CC,24-12-31,18:00,5241,9/11: I Was There,Chadera,R
CC,24-12-31,19:00,5241,9/11: I Was There,Chadera,R
CC,24-12-31,19:50,5241,9/11: I Was There,Chadera,R
CC,24-12-31,20:40,5241,9/11: I Was There,Chadera,R
CC,24-12-31,21:35,5241,9/11: I Was There,Chadera,R
CC,24-12-31,22:30,5241,9/11: I Was There,Chadera,R
CC,24-12-31,18:30,5241,9/11: I Was There,Ashdod,R
CC,24-12-31,19:15,5241,9/11: I Was There,Ashdod,R
CC,24-12-31,20:10,5241,9/11: I Was There,Ashdod,R
CC,24-12-31,20:40,5241,9/11: I Was There,Ashdod,R
CC,24-12-31,21:15,5241,9/11: I Was There,Ashdod,R
CC,24-12-31,22:00,5241,9/11: I Was There,Ashdod,R
HC,24-12-31,22:30,2833,Absolution,Kiryat Bialik,R
HC,24-12-31,22:00,2833,Absolution,Haifa,R
ML,24-12-31,13:25,61069,And the Party Goes On,Carmiel,R
YP,24-12-31,15:45,and-the-party-goes-on/6995,And the Party Goes On,Ayalon,R
YP,24-12-31,11:15,and-the-party-goes-on/6995,And the Party Goes On,Beer Sheva,R
YP,24-12-31,13:30,and-the-party-goes-on/6995,And the Party Goes On,Beer Sheva,R
YP,24-12-31,14:30,and-the-party-goes-on/6995,And the Party Goes On,Haifa,R
YP,24-12-31,14:30,anora/6811,Anora,Rishon Letzion,R
YP,24-12-31,17:20,anora/6811,Anora,Ayalon,R
YP,24-12-31,20:10,anora/6811,Anora,Ayalon,R
YP,24-12-31,23:00,anora/6811,Anora,Ayalon,R
YP,24-12-31,14:30,anora/6811,Anora,Beer Sheva,R
YP,24-12-31,20:10,anora/6811,Anora,Beer Sheva,R
YP,24-12-31,23:00,anora/6811,Anora,Beer Sheva,R
YP,24-12-31,21:30,anora/6811,Anora,Zichron Yaakov,R
YP,24-12-31,16:30,anora/6811,Anora,Haifa,R
YP,24-12-31,21:00,anora/6811,Anora,Haifa,R
YP,24-12-31,13:40,anora/6811,Anora,Jerusalem,R
YP,24-12-31,19:30,anora/6811,Anora,Jerusalem,R
RH,24-12-31,19:00,anora/6811,Anora,Givataim,R
RH,24-12-31,21:50,anora/6811,Anora,Kiryat Ono,R
CC,24-12-31,19:50,5386,Anora,Glilot,R
CC,24-12-31,21:30,5386,Anora,Glilot,R
HC,24-12-31,20:55,2851,Anora,Nahariya,R
HC,24-12-31,18:50,2851,Anora,Kiryat Bialik,R
HC,24-12-31,19:50,2851,Anora,Haifa,R
CC,24-12-31,18:40,5386,Anora,Rishon Letzion,R
HC,24-12-31,20:20,2851,Anora,Kfar Saba,R
HC,24-12-31,17:10,2851,Anora,Petach Tikvah,R
HC,24-12-31,20:30,2851,Anora,Modiin,R
HC,24-12-31,21:45,2851,Anora,Rehovot,R
HC,24-12-31,20:45,2851,Anora,Ashdod,R
HC,24-12-31,20:50,2851,Anora,Ashkelon,R
CC,24-12-31,18:30,5386,Anora,Jerusalem,R
CC,24-12-31,21:00,5386,Anora,Jerusalem,R
CC,24-12-31,19:00,5386,Anora,Kfar Saba,R
CC,24-12-31,19:10,5386,Anora,Netanya,Prime
CC,24-12-31,20:20,5386,Anora,Beer Sheva,R
CC,24-12-31,20:45,5386,Anora,Chadera,R
CC,24-12-31,19:10,5386,Anora,Ashdod,R
ML,24-12-31,15:35,61109,Arugam Bay,Carmiel,R
ML,24-12-31,11:00,57594,Arugam Bay,Haifa,R
HC,24-12-31,22:20,2412,Arugam Bay,Rehovot,R
YP,24-12-31,18:15,better-man/6880,Better Man,Rishon Letzion,VIP
YP,24-12-31,21:15,better-man/6880,Better Man,Rishon Letzion,VIP
YP,24-12-31,20:45,better-man/6880,Better Man,Zichron Yaakov,VIP
YP,24-12-31,23:30,cellar-door/6922,Cellar Door,Beer Sheva,R
CC,24-12-31,23:40,5374,Cellar Door,Chadera,R
CC,24-12-31,23:00,5374,Cellar Door,Ashdod,R
ML,24-12-31,19:35,61068,Cocorico,Carmiel,UPGRADE
ML,24-12-31,17:55,57599,Cocorico,Haifa,R
ML,24-12-31,19:20,57595,Cocorico,Haifa,UPGRADE
YP,24-12-31,22:00,cocorico/6344,Cocorico,Rishon Letzion,R
YP,24-12-31,17:00,cocorico/6344,Cocorico,Ayalon,R
YP,24-12-31,16:45,cocorico/6344,Cocorico,Jerusalem,R
HC,24-12-31,20:30,2838,Cocorico,Modiin,R
HC,24-12-31,19:40,2810,Emilia Pérez,Haifa,R
HC,24-12-31,20:40,2810,Emilia Pérez,Kfar Saba,R
HC,24-12-31,20:20,2810,Emilia Pérez,Petach Tikvah,R
CC,24-12-31,19:10,5328,Emilia Pérez,Glilot,R
CC,24-12-31,20:40,5328,Emilia Pérez,Rishon Letzion,R
ML,24-12-31,21:15,61074,Gladiator II,Carmiel,R
ML,24-12-31,21:00,57584,Gladiator II,Haifa,R
YP,24-12-31,21:30,gladiator-ii/6674,Gladiator II,Rishon Letzion,R
YP,24-12-31,23:15,gladiator-ii/6674,Gladiator II,Rishon Letzion,R
YP,24-12-31,23:45,gladiator-ii/6674,Gladiator II,Beer Sheva,R
YP,24-12-31,19:40,gladiator-ii/6674,Gladiator II,Zichron Yaakov,R
YP,24-12-31,18:20,gladiator-ii/6674,Gladiator II,Haifa,R
YP,24-12-31,16:30,gladiator-ii/6674,Gladiator II,Jerusalem,R
HC,24-12-31,22:00,2768,Gladiator II,Carmiel,R
HC,24-12-31,19:00,2768,Gladiator II,Kiryat Bialik,R
HC,24-12-31,22:00,2768,Gladiator II,Kiryat Bialik,R
HC,24-12-31,19:10,2768,Gladiator II,Haifa,R
HC,24-12-31,22:10,2768,Gladiator II,Haifa,R
HC,24-12-31,21:15,2768,Gladiator II,Kfar Saba,R
HC,24-12-31,21:00,2768,Gladiator II,Petach Tikvah,R
HC,24-12-31,20:20,2768,Gladiator II,Rehovot,R
HC,24-12-31,21:00,2768,Gladiator II,Ashdod,R
CC,24-12-31,20:50,5327,Gladiator II,Glilot,R
CC,24-12-31,21:40,5327,Gladiator II,Rishon Letzion,R
CC,24-12-31,22:00,5327,Gladiator II,Kfar Saba,R
CC,24-12-31,21:20,5327,Gladiator II,Netanya,R
CC,24-12-31,21:30,5327,Gladiator II,Beer Sheva,R
CC,24-12-31,22:40,5327,Gladiator II,Ashdod,R
ML,24-12-31,17:40,61071,Here,Carmiel,R
ML,24-12-31,20:20,57596,Here,Haifa,R
YP,24-12-31,15:10,here/6833,Here,Rishon Letzion,R
YP,24-12-31,21:30,here/6833,Here,Zichron Yaakov,R
YP,24-12-31,11:15,here/6833,Here,Haifa,R
CC,24-12-31,00:00,5376,Here Now,Rishon Letzion,R
CC,24-12-31,00:00,5376,Here Now,Jerusalem,R
YP,24-12-31,22:10,heretic/6868,Heretic,Rishon Letzion,R
YP,24-12-31,00:30,heretic/6868,Heretic,Rishon Letzion,R
YP,24-12-31,23:00,heretic/6868,Heretic,Haifa,R
CC,24-12-31,00:20,5354,Hounds of War,Jerusalem,R
ML,24-12-31,21:35,61104,Kraven the Hunter,Carmiel,UPGRADE
ML,24-12-31,22:25,57585,Kraven the Hunter,Haifa,R
YP,24-12-31,17:30,kraven-the-hunter/5879,Kraven the Hunter,Rishon Letzion,VIP
YP,24-12-31,20:30,kraven-the-hunter/5879,Kraven the Hunter,Rishon Letzion,VIP
YP,24-12-31,23:15,kraven-the-hunter/5879,Kraven the Hunter,Rishon Letzion,VIP
YP,24-12-31,19:15,kraven-the-hunter/5879,Kraven the Hunter,Rishon Letzion,R
YP,24-12-31,21:50,kraven-the-hunter/5879,Kraven the Hunter,Rishon Letzion,R
YP,24-12-31,00:30,kraven-the-hunter/5879,Kraven the Hunter,Rishon Letzion,R
YP,24-12-31,22:20,kraven-the-hunter/5879,Kraven the Hunter,Ayalon,R
YP,24-12-31,23:30,kraven-the-hunter/5879,Kraven the Hunter,Ayalon,R
YP,24-12-31,19:40,kraven-the-hunter/5879,Kraven the Hunter,Beer Sheva,R
YP,24-12-31,21:15,kraven-the-hunter/5879,Kraven the Hunter,Beer Sheva,VIP
YP,24-12-31,19:45,kraven-the-hunter/5879,Kraven the Hunter,Haifa,R
YP,24-12-31,23:00,kraven-the-hunter/5879,Kraven the Hunter,Haifa,R
YP,24-12-31,00:10,kraven-the-hunter/5879,Kraven the Hunter,Haifa,R
YP,24-12-31,20:30,kraven-the-hunter/5879,Kraven the Hunter,Haifa,VIP
YP,24-12-31,19:00,kraven-the-hunter/5879,Kraven the Hunter,Jerusalem,R
YP,24-12-31,21:30,kraven-the-hunter/5879,Kraven the Hunter,Jerusalem,R
YP,24-12-31,00:00,kraven-the-hunter/5879,Kraven the Hunter,Jerusalem,R
RH,24-12-31,19:15,kraven-the-hunter/5879,Kraven the Hunter,Kiryat Ono,R
CC,24-12-31,21:10,4806,Kraven the Hunter,Glilot,R
HC,24-12-31,22:00,2869,Kraven the Hunter,Haifa,R
CC,24-12-31,21:10,4806,Kraven the Hunter,Rishon Letzion,R
CC,24-12-31,23:40,4806,Kraven the Hunter,Rishon Letzion,R
CC,24-12-31,19:50,4806,Kraven the Hunter,Jerusalem,R
CC,24-12-31,23:20,4806,Kraven the Hunter,Jerusalem,R
CC,24-12-31,22:40,4806,Kraven the Hunter,Netanya,R
ML,24-12-31,11:00,61070,Lee,Carmiel,R
YP,24-12-31,14:00,lee/6761,Lee,Rishon Letzion,R
YP,24-12-31,14:55,lee/6761,Lee,Haifa,R
RH,24-12-31,21:50,lee/6761,Lee,Givataim,R
YP,24-12-31,15:30,classified/6832,"Love, Classified",Jerusalem,R
CC,24-12-31,22:50,5318,"Love, Classified",Glilot,R
CC,24-12-31,23:00,5318,"Love, Classified",Jerusalem,R
YP,24-12-31,15:40,good-boys-2/6691,Matchmaking 2,Haifa,R
CC,24-12-31,20:30,5294,Matchmaking 2,Glilot,R
CC,24-12-31,19:40,5294,Matchmaking 2,Rishon Letzion,R
CC,24-12-31,22:15,5294,Matchmaking 2,Rishon Letzion,R
CC,24-12-31,19:40,5294,Matchmaking 2,Jerusalem,R
CC,24-12-31,22:10,5294,Matchmaking 2,Jerusalem,R
CC,24-12-31,00:15,5294,Matchmaking 2,Jerusalem,R
CC,24-12-31,22:10,5294,Matchmaking 2,Beer Sheva,R
CC,24-12-31,22:50,5294,Matchmaking 2,Chadera,R
CC,24-12-31,22:50,5294,Matchmaking 2,Ashdod,R
ML,24-12-31,19:50,61100,Moana 2,Carmiel,R
ML,24-12-31,22:00,61101,Moana 2,Carmiel,UPGRADE
YP,24-12-31,17:50,moana-2/6595,Moana 2,Rishon Letzion,R
YP,24-12-31,20:00,moana-2/6595,Moana 2,Rishon Letzion,R
YP,24-12-31,21:00,moana-2/6595,Moana 2,Rishon Letzion,R
YP,24-12-31,13:30,moana-2/6595,Moana 2,Ayalon,R
YP,24-12-31,18:00,moana-2/6595,Moana 2,Ayalon,R
YP,24-12-31,20:15,moana-2/6595,Moana 2,Ayalon,R
YP,24-12-31,19:30,moana-2/6595,Moana 2,Beer Sheva,R
YP,24-12-31,21:40,moana-2/6595,Moana 2,Beer Sheva,R
YP,24-12-31,19:20,moana-2/6595,Moana 2,Zichron Yaakov,R
YP,24-12-31,11:00,moana-2/6595,Moana 2,Haifa,R
YP,24-12-31,13:10,moana-2/6595,Moana 2,Haifa,R
YP,24-12-31,15:20,moana-2/6595,Moana 2,Haifa,R
YP,24-12-31,18:30,moana-2/6595,Moana 2,Haifa,R
YP,24-12-31,20:45,moana-2/6595,Moana 2,Haifa,R
YP,24-12-31,21:45,moana-2/6595,Moana 2,Jerusalem,R
RH,24-12-31,19:45,moana-2/6595,Moana 2,Givataim,R
RH,24-12-31,16:50,moana-2/6595,Moana 2,Tel Aviv,R
CC,24-12-31,19:15,5214,Moana 2,Glilot,R
CC,24-12-31,20:00,5214,Moana 2,Glilot,R
CC,24-12-31,20:10,5214,Moana 2,Rishon Letzion,R
CC,24-12-31,21:15,5214,Moana 2,Rishon Letzion,R
CC,24-12-31,19:50,5214,Moana 2,Jerusalem,R
CC,24-12-31,22:00,5214,Moana 2,Jerusalem,R
CC,24-12-31,19:00,5214,Moana 2,Kfar Saba,Prime
CC,24-12-31,21:30,5214,Moana 2,Kfar Saba,Prime
CC,24-12-31,20:30,5214,Moana 2,Netanya,R
CC,24-12-31,18:00,5214,Moana 2,Chadera,R
CC,24-12-31,18:00,5214,Moana 2,Ashdod,R
CC,24-12-31,20:20,5214,Moana 2,Ashdod,R
HC,24-12-31,20:00,2805,Moana 2,Carmiel,R
HC,24-12-31,22:10,2805,Moana 2,Kiryat Bialik,R
HC,24-12-31,17:30,2805,Moana 2,Haifa,R
ML,24-12-31,19:20,61096,Mufasa: The Lion King,Carmiel,R
ML,24-12-31,21:45,61097,Mufasa: The Lion King,Carmiel,R
ML,24-12-31,20:00,57601,Mufasa: The Lion King,Haifa,R
ML,24-12-31,22:30,57602,Mufasa: The Lion King,Haifa,R
YP,24-12-31,11:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,24-12-31,13:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,24-12-31,16:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,24-12-31,18:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,24-12-31,11:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,R
YP,24-12-31,11:20,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,R
YP,24-12-31,13:40,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,R
YP,24-12-31,16:10,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,R
YP,24-12-31,18:40,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,R
YP,24-12-31,20:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,R
YP,24-12-31,22:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,R
YP,24-12-31,17:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,VIP
YP,24-12-31,19:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,VIP
YP,24-12-31,22:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,VIP
YP,24-12-31,00:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,VIP
YP,24-12-31,00:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,VIP
YP,24-12-31,21:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,3D
YP,24-12-31,23:50,mufasa-the-lion-king/6546,Mufasa: The Lion King,Rishon Letzion,3D
YP,24-12-31,11:20,mufasa-the-lion-king/6546,Mufasa: The Lion King,Ayalon,R
YP,24-12-31,13:50,mufasa-the-lion-king/6546,Mufasa: The Lion King,Ayalon,R
YP,24-12-31,16:20,mufasa-the-lion-king/6546,Mufasa: The Lion King,Ayalon,R
YP,24-12-31,18:50,mufasa-the-lion-king/6546,Mufasa: The Lion King,Ayalon,R
YP,24-12-31,21:45,mufasa-the-lion-king/6546,Mufasa: The Lion King,Ayalon,R
YP,24-12-31,00:10,mufasa-the-lion-king/6546,Mufasa: The Lion King,Ayalon,R
YP,24-12-31,17:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Ayalon,3D
YP,24-12-31,20:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Ayalon,3D
YP,24-12-31,11:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,24-12-31,13:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,24-12-31,16:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,24-12-31,18:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,24-12-31,11:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,R
YP,24-12-31,13:40,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,R
YP,24-12-31,16:10,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,R
YP,24-12-31,18:45,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,R
YP,24-12-31,20:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,R
YP,24-12-31,21:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,R
YP,24-12-31,22:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,R
YP,24-12-31,23:45,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,R
YP,24-12-31,18:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,3D
YP,24-12-31,20:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,3D
YP,24-12-31,23:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,3D
YP,24-12-31,00:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Beer Sheva,VIP
YP,24-12-31,15:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Zichron Yaakov,3D
YP,24-12-31,18:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Zichron Yaakov,VIP
YP,24-12-31,23:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Zichron Yaakov,VIP
YP,24-12-31,00:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Zichron Yaakov,VIP
YP,24-12-31,20:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Zichron Yaakov,R
YP,24-12-31,22:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Zichron Yaakov,R
YP,24-12-31,00:20,mufasa-the-lion-king/6546,Mufasa: The Lion King,Zichron Yaakov,R
YP,24-12-31,11:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,R
YP,24-12-31,12:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,R
YP,24-12-31,14:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,R
YP,24-12-31,16:45,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,R
YP,24-12-31,19:10,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,R
YP,24-12-31,20:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,R
YP,24-12-31,21:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,R
YP,24-12-31,23:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,R
YP,24-12-31,00:10,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,R
YP,24-12-31,17:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,VIP
YP,24-12-31,17:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,VIP
YP,24-12-31,18:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,VIP
YP,24-12-31,19:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,VIP
YP,24-12-31,21:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,VIP
YP,24-12-31,22:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,VIP
YP,24-12-31,23:20,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,VIP
YP,24-12-31,00:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,VIP
YP,24-12-31,19:20,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,3D
YP,24-12-31,21:50,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,3D
YP,24-12-31,00:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Haifa,3D
YP,24-12-31,11:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,IMAX 3D
YP,24-12-31,13:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,IMAX 3D
YP,24-12-31,16:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,IMAX 3D
YP,24-12-31,18:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,IMAX 3D
YP,24-12-31,11:10,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,R
YP,24-12-31,13:40,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,R
YP,24-12-31,16:10,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,R
YP,24-12-31,18:45,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,R
YP,24-12-31,20:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,R
YP,24-12-31,21:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,R
YP,24-12-31,23:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,R
YP,24-12-31,23:45,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,R
YP,24-12-31,18:30,mufasa-the-lion-king/6546,Mufasa: The Lion King,Jerusalem,3D
RH,24-12-31,11:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Givataim,R
RH,24-12-31,13:40,mufasa-the-lion-king/6546,Mufasa: The Lion King,Givataim,R
RH,24-12-31,16:50,mufasa-the-lion-king/6546,Mufasa: The Lion King,Givataim,R
RH,24-12-31,19:25,mufasa-the-lion-king/6546,Mufasa: The Lion King,Givataim,R
RH,24-12-31,21:50,mufasa-the-lion-king/6546,Mufasa: The Lion King,Givataim,R
RH,24-12-31,11:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Tel Aviv,R
RH,24-12-31,14:10,mufasa-the-lion-king/6546,Mufasa: The Lion King,Tel Aviv,R
RH,24-12-31,16:40,mufasa-the-lion-king/6546,Mufasa: The Lion King,Tel Aviv,R
RH,24-12-31,19:10,mufasa-the-lion-king/6546,Mufasa: The Lion King,Tel Aviv,R
RH,24-12-31,21:40,mufasa-the-lion-king/6546,Mufasa: The Lion King,Tel Aviv,R
RH,24-12-31,11:00,mufasa-the-lion-king/6546,Mufasa: The Lion King,Kiryat Ono,R
RH,24-12-31,19:15,mufasa-the-lion-king/6546,Mufasa: The Lion King,Kiryat Ono,R
RH,24-12-31,21:50,mufasa-the-lion-king/6546,Mufasa: The Lion King,Kiryat Ono,R
HC,24-12-31,17:30,2814,Mufasa: The Lion King,Carmiel,R
HC,24-12-31,20:50,2814,Mufasa: The Lion King,Nahariya,R
HC,24-12-31,19:00,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,24-12-31,21:40,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,24-12-31,22:30,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,24-12-31,17:10,2814,Mufasa: The Lion King,Haifa,R
HC,24-12-31,19:45,2814,Mufasa: The Lion King,Haifa,R
HC,24-12-31,20:40,2814,Mufasa: The Lion King,Haifa,R
HC,24-12-31,21:50,2814,Mufasa: The Lion King,Haifa,R
HC,24-12-31,22:20,2814,Mufasa: The Lion King,Haifa,R
HC,24-12-31,20:10,2814,Mufasa: The Lion King,Kfar Saba,R
HC,24-12-31,21:30,2814,Mufasa: The Lion King,Kfar Saba,R
HC,24-12-31,21:45,2814,Mufasa: The Lion King,Petach Tikvah,R
HC,24-12-31,18:30,2814,Mufasa: The Lion King,Modiin,R
HC,24-12-31,22:30,2814,Mufasa: The Lion King,Modiin,R
HC,24-12-31,19:10,2814,Mufasa: The Lion King,Rehovot,R
HC,24-12-31,21:40,2814,Mufasa: The Lion King,Rehovot,R
HC,24-12-31,20:30,2814,Mufasa: The Lion King,Ashdod,R
HC,24-12-31,22:00,2814,Mufasa: The Lion King,Ashdod,R
HC,24-12-31,21:30,2814,Mufasa: The Lion King,Ashkelon,R
CC,24-12-31,18:30,5135,Mufasa: The Lion King,Glilot,R
CC,24-12-31,19:00,5135,Mufasa: The Lion King,Glilot,R
CC,24-12-31,20:30,5135,Mufasa: The Lion King,Glilot,R
CC,24-12-31,20:50,5135,Mufasa: The Lion King,Glilot,R
CC,24-12-31,21:45,5135,Mufasa: The Lion King,Glilot,R
CC,24-12-31,22:40,5135,Mufasa: The Lion King,Glilot,R
CC,24-12-31,19:00,5135,Mufasa: The Lion King,Glilot,4DX
CC,24-12-31,21:45,5135,Mufasa: The Lion King,Glilot,4DX
CC,24-12-31,19:00,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,24-12-31,20:00,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,24-12-31,21:20,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,24-12-31,21:40,5135,Mufasa: The Lion King,Rishon Letzion,R
