title,poster,year,valid,runtime,imdbID,imdbRating,imdbVotes,rtRating,popularity
Here Now,https://m.media-amazon.com/images/M/MV5BMTRhYmMxMGEtNTA2ZS00MzMwLTk4NmItYTcyYWJjYjhmMTYwXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,118,tt29293152,0.0,9,0,67.04
Heretic,https://m.media-amazon.com/images/M/MV5BMzFiMWM4YjAtY2Y3Yi00MDIzLTk0N2MtYTAwNGM3ZmMwODhlXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,111,tt28015403,7.3,13862,92,80.53
Hounds of War,https://m.media-amazon.com/images/M/MV5BMGM4NTYxMjktOTIxMS00NTQ0LWI1ZjAtY2JmODM1YjgyNTUzXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,95,tt12972134,4.5,1285,0,71.97
Io Capitano,https://m.media-amazon.com/images/M/MV5BZGI1OTg3MGMtZTFhMy00ZjFkLTk5YmEtY2MzMDIzNTA3MzdiXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,121,tt14225838,7.6,13939,96,79.93
It Ends with Us,https://m.media-amazon.com/images/M/MV5BYzM2NGMzNGQtZjNhMi00MTVkLTg2ZGQtN2M4OTllYzU1Y2Y0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,130,tt10655524,6.5,50623,56,16.67
La Cocina,https://m.media-amazon.com/images/M/MV5BMGYyYjI3MGQtNGIzNS00MTgxLWE2NDctMmZlNzE5OGY4NTY3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,139,tt19864832,7.4,837,76,61.9
Lee,https://m.media-amazon.com/images/M/MV5BMDlhMDY0NTAtOTQwZi00ZjIxLTk2ZmYtZjU1Y2FiYWRhZDk3XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,117,tt5112584,6.9,13701,67,85.79
Matchmaking 2,https://m.media-amazon.com/images/M/MV5BYjVkZWJkMmItYjIxZi00ZDUzLWEwMDAtODJhNmUxNTdkZGNmXkEyXkFqcGc@._V1_SX300.jpg,2022,yes,96,tt22457212,6.8,190,0,52.43
Memory,https://m.media-amazon.com/images/M/MV5BM2NkYzhkOGEtZjgyMi00ZTc3LTlkYTMtYzhkOTZjZTQyYjAzXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,103,tt19864828,6.7,7605,85,28.16
Moana 2,https://m.media-amazon.com/images/M/MV5BZDUxNThhYTUtYjgxNy00MGQ4LTgzOTEtZjg1YTU5NTcwNThlXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,100,tt13622970,0.0,0,0,88.36
My Old Ass,https://m.media-amazon.com/images/M/MV5BNDhiYjE1ZTAtMjM2My00OGZhLWE4MGMtMDI1YzRiYWYzMTdkXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,89,tt18559464,7.0,15563,90,73.33
Red One,https://m.media-amazon.com/images/M/MV5BZmFkMjE4NjQtZTVmZS00MDZjLWE2ZmEtZTkzODljNjhlNWUxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,123,tt14948432,6.9,36772,32,45.75
Smile 2,https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,127,tt29268110,6.9,51499,85,47.56
Stand Up Rahul,https://m.media-amazon.com/images/M/MV5BNjQ4NmU5ZGMtZWY4OS00NzVkLWE2NWYtODE2NTQwN2ZlZDVlXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2022,yes,142,tt14806338,5.1,974,0,49.21
Take Me Home,https://m.media-amazon.com/images/M/MV5BZmNhODIwNTYtNzBlNy00ZjMzLWE5ZGEtM2UzMGYyMzFhNDAyXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,102,tt29198923,0.0,117,0,65.22
The Apprentice,https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,122,tt8368368,7.1,24284,82,33.2
The Braid,https://m.media-amazon.com/images/M/MV5BMTJkZTQ1ZWEtMzQ1Ni00MmU2LTgzZTctYmI4MDc4YWJhMWViXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,121,tt19894774,7.2,1384,0,59.22
The Lord of the Rings: The War of the Rohirrim,https://m.media-amazon.com/images/M/MV5BMmU1YzZkMjAtYjNjOC00ZDFhLWE3Y2QtZTM2ZTdkZWM1OGM3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,134,tt14824600,0.0,0,0,65.49
The Other Way Around,https://m.media-amazon.com/images/M/MV5BNTVkNDU5NzUtMTUzZS00MTgzLWJjZTgtNjM1YmI2ODFlMDYzXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,114,tt32128317,0.0,398,91,71.55
The Promised Land,https://m.media-amazon.com/images/M/MV5BYWViODY0NTMtYjEyOS00NDEwLWFjZDYtOGYyZDEzMjZkOGE2XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,127,tt20561198,7.7,27175,97,72.92
The Property,https://m.media-amazon.com/images/M/MV5BMmYyMmNiZWUtMmUxYS00Mjg5LThmMjEtODgxMTVmZDJjY2YwXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt32799295,0.0,0,0,61.48
The Room Next Door,https://m.media-amazon.com/images/M/MV5BYzk2MjI1YTgtOTcxYS00OTUyLTgyOTAtMGE0OGYyMjc0MTc3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,107,tt29439114,7.0,3278,89,49.0
The Substance,https://m.media-amazon.com/images/M/MV5BZDQ1NGE5MGMtYzdlZC00ODExLWJlMDMtNWU4NjA5OWYwMDEwXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,141,tt17526714,7.5,135036,90,74.14
The Tasting,https://m.media-amazon.com/images/M/MV5BNTljZDZjZjgtMDA4OS00NzU3LTg5MTEtNGRhMGNkZmM0OTA1XkEyXkFqcGc@._V1_SX300.jpg,2022,yes,92,tt14504294,6.2,987,0,53.78
The Teachers' Lounge,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,98,tt26612950,7.4,22714,96,42.9
The Vanishing Soldier,https://m.media-amazon.com/images/M/MV5BN2YyOTVhMjUtZTM0ZC00MDY3LTgyYzEtMGQxMmQwZmQzZTJkXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,105,tt27817584,6.3,253,0,66.78
The Wife and Her Secret,https://m.media-amazon.com/images/M/MV5BYTMwZDhiNGEtOWE1My00MGNmLWIwMzEtZDE2MjRkOTVjNzcyXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,65,tt27892591,2.8,40,0,53.97
This Is My Mother,https://m.media-amazon.com/images/M/MV5BNGYxN2MzZDYtM2MwZC00MjcxLWEzODMtZGQ2ZmY1ODZlNDUzXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,105,tt25386452,0.0,236,0,23.36
This Time Next Year,https://m.media-amazon.com/images/M/MV5BOTk2ZDEyN2EtNzM2YS00Y2VlLWI0MTUtMGFlY2M4MWEwNGNiXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,116,tt16301164,5.6,1024,0,20.37
Til Death Do Us Part,https://m.media-amazon.com/images/M/MV5BMzU0ZjViOTYtZWVhZC00ZTI5LTljMGUtZmZhYjI1ZjM2ZTU1XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,111,tt27047448,3.8,6551,35,60.59
Transformers One,https://m.media-amazon.com/images/M/MV5BNWMwZmVkMjQtMTE3OC00Yjg4LTk5YmYtOWYwYjU2Zjg1ZTBkXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,104,tt8864596,7.6,34011,89,56.0
Under Therapy,https://m.media-amazon.com/images/M/MV5BZmMzODRkN2UtNGY2Zi00NTk3LTkzZTQtMTFmYTZlMTRiMjA2XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,93,tt15977250,6.7,1984,0,54.54
Venom: The Last Dance,https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt16366836,6.2,42838,41,62.97
We Live in Time,https://m.media-amazon.com/images/M/MV5BYmQwNzRiNmItODc4Ny00Mjk4LThmYWQtNjI5OGU4OGUxMmY0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,108,tt27131358,7.3,9062,78,51.74
Weekend in Taipei,https://m.media-amazon.com/images/M/MV5BY2JiNDJiN2EtNGRlNC00ODE2LTgwNmQtOGFiZTk0NjZlMmFhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,100,tt28142896,5.9,1021,56,51.3
Wicked: Part One,https://m.media-amazon.com/images/M/MV5BOWMwYjYzYmMtMWQ2Ni00NWUwLTg2MzAtYzkzMDBiZDIwOTMwXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,160,tt1262426,0.0,0,0,91.52
