title,poster,year,valid,runtime,imdbID,imdbRating,imdbVotes,rtRating,popularity
Kraven the Hunter,https://m.media-amazon.com/images/M/MV5BZDU0YTI5ODAtN2NmMS00YTg3LTgyNDItN2RmOWEzOTkzZjcyXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,127,tt8790086,0.0,0,0,87.47
La Cocina,https://m.media-amazon.com/images/M/MV5BMGYyYjI3MGQtNGIzNS00MTgxLWE2NDctMmZlNzE5OGY4NTY3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,139,tt19864832,7.4,837,76,50.0
Lee,https://m.media-amazon.com/images/M/MV5BMDlhMDY0NTAtOTQwZi00ZjIxLTk2ZmYtZjU1Y2FiYWRhZDk3XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,117,tt5112584,6.9,13701,67,82.96
"Love, Classified",https://m.media-amazon.com/images/M/MV5BYjcxNTNhZmEtNTk3ZS00NGU0LWIyZTgtZDc2YzFhMGMxY2UyXkEyXkFqcGc@._V1_SX300.jpg,2022,yes,86,tt17506016,6.4,1998,0,70.08
Matchmaking 2,https://m.media-amazon.com/images/M/MV5BYTQ5MDRiZjMtNzRjMi00Njk4LTliMjQtMTQxMjhlOGYxNDM5XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt34170136,7.9,15,0,73.64
Memory,https://m.media-amazon.com/images/M/MV5BM2NkYzhkOGEtZjgyMi00ZTc3LTlkYTMtYzhkOTZjZTQyYjAzXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,103,tt19864828,6.7,7605,85,56.81
Moana 2,https://m.media-amazon.com/images/M/MV5BZDUxNThhYTUtYjgxNy00MGQ4LTgzOTEtZjg1YTU5NTcwNThlXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,100,tt13622970,0.0,0,0,85.18
Mufasa: The Lion King,https://m.media-amazon.com/images/M/MV5BYjBkOWUwODYtYWI3YS00N2I0LWEyYTktOTJjM2YzOTc3ZDNlXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,120,tt13186482,0.0,0,0,75.21
Red One,https://m.media-amazon.com/images/M/MV5BZmFkMjE4NjQtZTVmZS00MDZjLWE2ZmEtZTkzODljNjhlNWUxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,123,tt14948432,6.9,36772,32,36.1
Smile 2,https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,127,tt29268110,6.9,51499,85,41.9
Stand Up Rahul,https://m.media-amazon.com/images/M/MV5BNjQ4NmU5ZGMtZWY4OS00NzVkLWE2NWYtODE2NTQwN2ZlZDVlXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2022,yes,142,tt14806338,5.1,974,0,44.05
Take Me Home,https://m.media-amazon.com/images/M/MV5BZmNhODIwNTYtNzBlNy00ZjMzLWE5ZGEtM2UzMGYyMzFhNDAyXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,102,tt29198923,0.0,117,0,54.92
The Apprentice,https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,122,tt8368368,7.1,24284,82,53.85
The Braid,https://m.media-amazon.com/images/M/MV5BMTJkZTQ1ZWEtMzQ1Ni00MmU2LTgzZTctYmI4MDc4YWJhMWViXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,121,tt19894774,7.2,1384,0,51.19
The Lord of the Rings: The War of the Rohirrim,https://m.media-amazon.com/images/M/MV5BMmU1YzZkMjAtYjNjOC00ZDFhLWE3Y2QtZTM2ZTdkZWM1OGM3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,134,tt14824600,0.0,0,0,75.36
The Other Way Around,https://m.media-amazon.com/images/M/MV5BNTVkNDU5NzUtMTUzZS00MTgzLWJjZTgtNjM1YmI2ODFlMDYzXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,114,tt32128317,0.0,398,91,56.62
The Promised Land,https://m.media-amazon.com/images/M/MV5BYWViODY0NTMtYjEyOS00NDEwLWFjZDYtOGYyZDEzMjZkOGE2XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,127,tt20561198,7.7,27175,97,54.21
The Property,https://m.media-amazon.com/images/M/MV5BMmYyMmNiZWUtMmUxYS00Mjg5LThmMjEtODgxMTVmZDJjY2YwXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt32799295,0.0,0,0,54.63
The Room Next Door,https://m.media-amazon.com/images/M/MV5BYzk2MjI1YTgtOTcxYS00OTUyLTgyOTAtMGE0OGYyMjc0MTc3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,107,tt29439114,7.0,3278,89,45.45
The Substance,https://m.media-amazon.com/images/M/MV5BZDQ1NGE5MGMtYzdlZC00ODExLWJlMDMtNWU4NjA5OWYwMDEwXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,141,tt17526714,7.5,135036,90,67.39
The Teachers' Lounge,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,98,tt26612950,7.4,22714,96,47.69
The Vanishing Soldier,https://m.media-amazon.com/images/M/MV5BN2YyOTVhMjUtZTM0ZC00MDY3LTgyYzEtMGQxMmQwZmQzZTJkXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,105,tt27817584,6.3,253,0,60.63
The Wife and Her Secret,https://m.media-amazon.com/images/M/MV5BYTMwZDhiNGEtOWE1My00MGNmLWIwMzEtZDE2MjRkOTVjNzcyXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,65,tt27892591,2.8,40,0,46.43
This Time Next Year,https://m.media-amazon.com/images/M/MV5BOTk2ZDEyN2EtNzM2YS00Y2VlLWI0MTUtMGFlY2M4MWEwNGNiXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,116,tt16301164,5.6,1024,0,15.38
Til Death Do Us Part,https://m.media-amazon.com/images/M/MV5BMzU0ZjViOTYtZWVhZC00ZTI5LTljMGUtZmZhYjI1ZjM2ZTU1XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,111,tt27047448,3.8,6551,35,51.73
Under Therapy,https://m.media-amazon.com/images/M/MV5BZmMzODRkN2UtNGY2Zi00NTk3LTkzZTQtMTFmYTZlMTRiMjA2XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,93,tt15977250,6.7,1984,0,49.96
Venom: The Last Dance,https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt16366836,6.2,42838,41,53.48
We Live in Time,https://m.media-amazon.com/images/M/MV5BYmQwNzRiNmItODc4Ny00Mjk4LThmYWQtNjI5OGU4OGUxMmY0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,108,tt27131358,7.3,9062,78,21.15
Weekend in Taipei,https://m.media-amazon.com/images/M/MV5BY2JiNDJiN2EtNGRlNC00ODE2LTgwNmQtOGFiZTk0NjZlMmFhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,100,tt28142896,5.9,1021,56,43.08
Wicked: Part One,https://m.media-amazon.com/images/M/MV5BOWMwYjYzYmMtMWQ2Ni00NWUwLTg2MzAtYzkzMDBiZDIwOTMwXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,160,tt1262426,0.0,0,0,97.95
Winnie-the-Pooh: Blood and Honey 2,https://m.media-amazon.com/images/M/MV5BZmU2YmNlOTYtYWY5OS00YTk1LWExNzctMTAxYzY3ZDA1OTE5XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,93,tt23330554,4.7,9934,0,55.71
