cinema,date,title,year,poster
CS,25-01-16,Wolf Man,2025,https://m.media-amazon.com/images/M/MV5BYmFkYTNhMWUtMjEyNy00MWE0LWJlYTQtMWFmNDUwNmFjMzAxXkEyXkFqcGc@._V1_SX300.jpg
CS,25-01-16,Small Things Like These,2024,https://m.media-amazon.com/images/M/MV5BYzM2MmVkY2QtMTdmOS00YmNhLTg3NjktNmY1YTQ3ODQ0MTAxXkEyXkFqcGc@._V1_SX300.jpg
CS,25-01-23,The Most Precious of Cargoes,2024,https://m.media-amazon.com/images/M/MV5BM2MxM2EyMzItNWMxYS00YzhkLTk1ZDgtMjM2Y2I1MzZlYWEzXkEyXkFqcGc@._V1_SX300.jpg
CS,25-01-23,September 5,2024,https://m.media-amazon.com/images/M/MV5BOWUxY2YyYzctYWY3Yi00ZGJjLTkzMDktZjYzMTIzZjNhNmM2XkEyXkFqcGc@._V1_SX300.jpg
CS,25-01-30,Conclave,2024,https://m.media-amazon.com/images/M/MV5BYjgxMDI5NmMtNTU3OS00ZDQxLTgxZmEtNzY1ZTBmMDY4NDRkXkEyXkFqcGc@._V1_SX300.jpg
CS,25-01-30,Flow,2024,https://m.media-amazon.com/images/M/MV5BOTM5ODBlOTAtYjcwZi00YzkzLWIzODEtMTM2MTZlNDFmMWU2XkEyXkFqcGc@._V1_SX300.jpg
CS,25-02-13,Captain America: Brave New World,2025,https://m.media-amazon.com/images/M/MV5BZDBlZTAzYzYtYjczZS00MmQyLTlkYjMtNzY2MzU3YjRjYTJiXkEyXkFqcGc@._V1_SX300.jpg
CS,25-02-20,The Brutalist,2024,https://m.media-amazon.com/images/M/MV5BMWEzOGNlY2EtMzlkZS00ODllLThmYzAtNmU4ZmJkZmZmZTQ4XkEyXkFqcGc@._V1_SX300.jpg
CS,25-03-01,The Teacher Who Promised the Sea,2023,https://m.media-amazon.com/images/M/MV5BNTc1NzJiOGItMGQ2Ni00ZDMxLTkzYzYtMmU2ODUwMjEzODkzXkEyXkFqcGc@._V1_SX300.jpg
CS,25-03-06,Paddington in Peru,2024,https://m.media-amazon.com/images/M/MV5BNzMyNWZlYmYtZDgxMC00ZTU3LWFiYzctNGE0ZDc0OTlhZTRlXkEyXkFqcGc@._V1_SX300.jpg
CS,25-03-20,Snow White,2025,https://m.media-amazon.com/images/M/MV5BZTQ1OTliZWItMzE5Zi00YzA5LTgzN2ItZjA5MjQ1ZGU3YjE2XkEyXkFqcGc@._V1_SX300.jpg
CS,25-04-03,Widow Clicquot,2023,https://m.media-amazon.com/images/M/MV5BOWYyZDg2N2YtYmU3YS00MTI0LTliM2QtZjcxNTJhMGRiNTBiXkEyXkFqcGc@._V1_SX300.jpg
CS,25-04-03,A Minecraft Movie,2025,https://m.media-amazon.com/images/M/MV5BYWI2ZWE1NDktYmI1MC00MDAzLWI3MGYtMTgwMjkzNmJjY2ZlXkEyXkFqcGc@._V1_SX300.jpg
CS,25-04-17,Mickey 17,2025,https://m.media-amazon.com/images/M/MV5BOTZmY2E4YjUtNzU1OC00NGQ2LWFlMmItNDk4NDA2OTg3OGIyXkEyXkFqcGc@._V1_SX300.jpg
CS,25-05-01,Thunderbolts,2025,https://m.media-amazon.com/images/M/MV5BYTVlNDViYWUtYmQ4Ny00Y2NhLWFjMGMtNTEyYTg5ZWNkMzhiXkEyXkFqcGc@._V1_SX300.jpg
CS,25-05-08,Ballerina,2023,https://m.media-amazon.com/images/M/MV5BOTgxNzA0MDktYzc5ZC00MGY3LWIwYjItMDJhNzE2ZGFjYmE1XkEyXkFqcGc@._V1_SX300.jpg
CS,25-05-22,Mission: Impossible 8,2023,
CS,25-05-22,Lilo & Stitch,2025,https://m.media-amazon.com/images/M/MV5BZTI1YWQzMTctYzM5Zi00MDIwLThjMTgtNDVjZjYwZGQyNDc0XkEyXkFqcGc@._V1_SX300.jpg
CS,25-05-29,Karate Kid: Legends,2025,https://m.media-amazon.com/images/M/MV5BNTFmM2U2MzItMTMzOC00OWI2LWFlZjgtOGJhNTc5MzU5OTM2XkEyXkFqcGc@._V1_SX300.jpg
CS,25-06-05,Ballerina,2023,https://m.media-amazon.com/images/M/MV5BOTgxNzA0MDktYzc5ZC00MGY3LWIwYjItMDJhNzE2ZGFjYmE1XkEyXkFqcGc@._V1_SX300.jpg
CS,25-06-12,Elio,2025,https://m.media-amazon.com/images/M/MV5BNjRiYzIxMjItNWUxNi00NDc5LWJjMzEtZmRkY2EwOTJhZjkyXkEyXkFqcGc@._V1_SX300.jpg
CS,25-06-12,How to Train Your Dragon,2025,https://m.media-amazon.com/images/M/MV5BOGU0ZWYzZmUtZDM5Yi00NjJlLTllNTctY2NiZWVkOTIzM2JlXkEyXkFqcGc@._V1_SX300.jpg
CS,25-06-19,28 Years Later,2025,https://m.media-amazon.com/images/M/MV5BMWExYTY4YjAtYWJkZS00NTljLWEzZGUtZDA1MDFjOGUyMTk1XkEyXkFqcGc@._V1_SX300.jpg
CS,25-07-10,Batman v Superman: Dawn of Justice,2016,https://m.media-amazon.com/images/M/MV5BZTJkYjdmYjYtOGMyNC00ZGU1LThkY2ItYTc1OTVlMmE2YWY1XkEyXkFqcGc@._V1_SX300.jpg
CS,25-07-31,The Bad Guys 2,2025,https://m.media-amazon.com/images/M/MV5BZTAyZDA2MmEtYjFlMy00MDAxLWJlMDEtZGNiNGUyYTVmNGVlXkEyXkFqcGc@._V1_SX300.jpg
