title,poster,year,valid,runtime,imdbID,imdbRating,imdbVotes,rtRating,popularity
Bonnard: Pierre & Marthe,https://m.media-amazon.com/images/M/MV5BNzBhOTRjZWEtNjVmYy00MjZiLThlMzEtZjY3OTNhNTc5MWJlXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,122,tt23004264,6.5,519,0,51.32
Come Closer,https://m.media-amazon.com/images/M/MV5BNWYzY2ZlN2YtN2YyMy00ZTVjLTgzMjItYTMxZTIzZmEwNzJmXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,107,tt27827069,0.0,15,0,58.33
Deadpool & Wolverine,https://m.media-amazon.com/images/M/MV5BZTk5ODY0MmQtMzA3Ni00NGY1LThiYzItZThiNjFiNDM4MTM3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,128,tt6263850,7.9,312522,78,59.84
Fallen Leaves,https://m.media-amazon.com/images/M/MV5BZjNkY2M5NWMtZjJiMy00YTZmLWI2NWEtZTI0MjhmNDc4ZThmXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,81,tt21027780,7.3,28282,97,17.65
Falling for Figaro,https://m.media-amazon.com/images/M/MV5BYjg1M2IzZTMtY2Y4NC00MGNmLWIyODUtM2ZkZDVmMzc0N2Y3XkEyXkFqcGc@._V1_SX300.jpg,2020,yes,104,tt7392014,6.5,4451,70,43.24
Gladiator II,https://m.media-amazon.com/images/M/MV5BMWYzZTM5ZGQtOGE5My00NmM2LWFlMDEtMGNjYjdmOWM1MzA1XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,150,tt9218128,0.0,0,0,45.95
Goodrich,https://m.media-amazon.com/images/M/MV5BMWVkNDNmYjEtNDZiYS00NjcyLWJiMWYtZTc2Y2FhMzc4NTE0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,111,tt10171472,0.0,0,0,94.86
Hellboy: The Crooked Man,https://m.media-amazon.com/images/M/MV5BOWNmZTQ0Y2UtNDJhZC00Y2MwLWFjOWQtM2ZmNjFmMTU5Mjg5XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,99,tt26757462,4.9,1197,40,67.22
Inside Out 2,https://m.media-amazon.com/images/M/MV5BYWY3MDE2Y2UtOTE3Zi00MGUzLTg2MTItZjE1ZWVkMGVlODRmXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,96,tt22022452,7.6,168090,90,71.62
It Ends with Us,https://m.media-amazon.com/images/M/MV5BYzM2NGMzNGQtZjNhMi00MTVkLTg2ZGQtN2M4OTllYzU1Y2Y0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,130,tt10655524,6.5,41885,57,47.74
Joker: Folie à Deux,https://m.media-amazon.com/images/M/MV5BNTRlNmU1NzEtODNkNC00ZGM3LWFmNzQtMjBlMWRiYTcyMGRhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,138,tt11315808,5.3,90310,33,69.84
Letter from Masanjia,https://m.media-amazon.com/images/M/MV5BODYwYTNmNzMtOGRhNC00YzQ0LTlkMWUtOWQwNzlhZDJkOTZjXkEyXkFqcGdeQXVyNTEwMjcwNjY@._V1_SX300.jpg,2018,yes,75,tt6390580,7.8,440,100,48.65
Macbeth,https://m.media-amazon.com/images/M/MV5BNzgyNDczMjU4NV5BMl5BanBnXkFtZTgwMTUwMDI3NjE@._V1_SX300.jpg,2015,yes,113,tt2884018,6.6,59966,80,39.19
Megalopolis,https://m.media-amazon.com/images/M/MV5BOTQ2MTcwODgtOTg3Yi00M2RmLWEyMDQtY2IzZmRlYzM3YzhjXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,138,tt10128846,5.1,16742,46,56.52
Memory,https://m.media-amazon.com/images/M/MV5BNjk1ZjBkMTgtZmIwMi00OTM0LTk4ZGQtNDE0YmNkY2I3YTMyXkEyXkFqcGc@._V1_SX300.jpg,2022,yes,114,tt11827628,5.7,37122,29,95.5
Monster,https://m.media-amazon.com/images/M/MV5BMGJjYzVhYjEtNWYwMy00YTk5LWExMjYtNTdjODMyZTU3MzQwXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,127,tt23736044,7.8,28746,96,45.35
My Old Ass,https://m.media-amazon.com/images/M/MV5BNDhiYjE1ZTAtMjM2My00OGZhLWE4MGMtMDI1YzRiYWYzMTdkXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,89,tt18559464,7.5,3413,92,70.28
Nefarious,https://m.media-amazon.com/images/M/MV5BM2Q3M2EwMTItYjVjOS00MjdjLWExMTItMjA4MmRhOTAxNzI3XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,97,tt14537248,6.4,30616,33,54.93
Never Let Go,https://m.media-amazon.com/images/M/MV5BNTAyMDE1N2YtNmI3NS00ZjZmLThlNzQtMjJkZmQ4NTE4YTA2XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,101,tt14415204,5.5,5310,55,48.08
Otello,https://m.media-amazon.com/images/M/MV5BZWJkOTg5ZWQtZDZlYy00Y2RiLWJiNjMtYjU0M2VmMzJmODMzXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg,1986,yes,118,tt0091699,6.9,611,0,40.54
Panda Bear in Africa,https://m.media-amazon.com/images/M/MV5BNGI3YWFkMWEtZTZjNS00NWI1LThiYWEtZDBlZDg4NWRjMzcxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,84,tt13616980,5.6,165,0,70.59
Red Flower,https://m.media-amazon.com/images/M/MV5BNDg2OTE5NTUtM2UzZi00MDczLTk0NDgtNDZkOWZlZGRiNTE5XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,76,tt27478726,0.0,46,0,68.68
Red One,https://m.media-amazon.com/images/M/MV5BZmFkMjE4NjQtZTVmZS00MDZjLWE2ZmEtZTkzODljNjhlNWUxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,123,tt14948432,0.0,0,0,41.89
Sex and the City,https://m.media-amazon.com/images/M/MV5BYWRjMGMxM2UtODgyYS00OTAxLTk0MDctZjFhOWY0NWUxNmI0XkEyXkFqcGc@._V1_SX300.jpg,2008,yes,145,tt1000774,5.7,128754,50,63.77
Singham Again,https://m.media-amazon.com/images/M/MV5BMjQzZDExZDEtYjAxYy00ZGVhLWE4YWItNTVkZjA5ZjVjZWM3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,143,tt11976134,0.0,0,0,89.57
Sleeping Dogs,https://m.media-amazon.com/images/M/MV5BOTViZDg5MTQtNzA3MC00OTlkLWEwYzAtODY2MWVlY2Y4NGY3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt8542964,6.1,14275,43,44.82
Smile 2,https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,127,tt29268110,7.2,21791,0,82.35
Speak No Evil,https://m.media-amazon.com/images/M/MV5BOTJjMDMyMGYtZWU3ZS00OTVmLTg1ZWUtY2E4OGEyOGNmMjhiXkEyXkFqcGc@._V1_SX300.jpg,2022,yes,97,tt14253846,6.6,49248,84,53.1
Take a Chance on Me,https://m.media-amazon.com/images/M/MV5BNTZjNWY2OTgtODg1NC00NGI5LWFlNDUtYTdhMWNkM2Y5NjIwXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,103,tt25969960,0.0,328,0,40.82
The Apprentice,https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,120,tt0203310,0,0,0,85.56
The Braid,https://m.media-amazon.com/images/M/MV5BMTJkZTQ1ZWEtMzQ1Ni00MmU2LTgzZTctYmI4MDc4YWJhMWViXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,121,tt19894774,7.1,1289,0,47.3
The Day the Earth Blew Up: A Looney Tunes Movie,https://m.media-amazon.com/images/M/MV5BODc4NzBiMDItZTY2OC00OWQ4LTk5MjktYWYwZTNlNGQxNTk4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,91,tt15352542,7.4,139,0,77.47
The Engineer,https://m.media-amazon.com/images/M/MV5BZDFiMjNlNTUtOTE3ZS00ZjM2LTgxM2UtMzllYTgyMjJkOTY2XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,92,tt26450742,4.2,1943,0,38.46
The Second Act,https://m.media-amazon.com/images/M/MV5BOWZhZDAzMWUtMjk4MS00MWZiLThjNGUtYWFjMjcxMWM4MWYzXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,80,tt30784256,6.5,1628,64,55.87
The Silent Hour,https://m.media-amazon.com/images/M/MV5BOWE5NDg3NTYtZWEyNS00YjBlLTljZDYtOTVkN2Q4MDZjYWIyXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,99,tt22874848,0.0,7,64,68.22
The Tasting,https://m.media-amazon.com/images/M/MV5BNTljZDZjZjgtMDA4OS00NzU3LTg5MTEtNGRhMGNkZmM0OTA1XkEyXkFqcGc@._V1_SX300.jpg,2022,yes,92,tt14504294,6.2,987,0,67.26
The Teachers' Lounge,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,98,tt26612950,7.4,21923,96,46.24
The Wild Robot,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,102,tt29623480,8.5,21354,98,63.76
There's Still Tomorrow,https://m.media-amazon.com/images/M/MV5BMmZhOWMzNzQtNjY0OC00MTYzLTllODUtZjZjY2MzNDc5ODdmXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,118,tt21800162,7.7,12362,100,29.41
This Is My Mother,https://m.media-amazon.com/images/M/MV5BNGYxN2MzZDYtM2MwZC00MjcxLWEzODMtZGQ2ZmY1ODZlNDUzXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,105,tt25386452,0.0,205,0,89.59
This Time Next Year,https://m.media-amazon.com/images/M/MV5BOTk2ZDEyN2EtNzM2YS00Y2VlLWI0MTUtMGFlY2M4MWEwNGNiXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,116,tt16301164,5.6,642,0,34.62
Tosca,https://m.media-amazon.com/images/M/MV5BMTg2MjliNGEtZGY1ZS00YzViLWIxOTEtOWVlZDVjNTM1MjIwXkEyXkFqcGc@._V1_SX300.jpg,2001,yes,126,tt0240122,7.5,458,65,50.0
Transformers One,https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,104,tt8864596,7.7,22587,88,86.76
Un mondo a parte,https://m.media-amazon.com/images/M/MV5BZDMwY2UyZTUtYWYyMS00MjA4LTljNWQtNDFjZGYxMWZkZmIyXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,113,tt23769946,6.5,860,0,32.61
Under Therapy,https://m.media-amazon.com/images/M/MV5BZmMzODRkN2UtNGY2Zi00NTk3LTkzZTQtMTFmYTZlMTRiMjA2XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,93,tt15977250,6.7,1607,0,96.14
Venom: The Last Dance,https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,109,tt16366836,0.0,0,0,92.65
We Live in Time,https://m.media-amazon.com/images/M/MV5BMGJkNjAxNTUtMGU5MC00ZTUyLTlmYzctNmE0ZDUzZTk5YTY1XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,107,tt27131358,7.4,853,79,82.98
Weekend in Taipei,https://m.media-amazon.com/images/M/MV5BY2JiNDJiN2EtNGRlNC00ODE2LTgwNmQtOGFiZTk0NjZlMmFhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,100,tt28142896,5.8,461,0,88.14
Woman of the Hour,https://m.media-amazon.com/images/M/MV5BYzliNzRjNDMtYTFmOS00NDQxLWJlOWMtZTViNjcyMzc0NzQwXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,95,tt7737800,6.8,265,91,59.46
