title,poster,year,valid,runtime,imdbID,imdbRating,imdbVotes,rtRating,popularity
Fallen Leaves,https://m.media-amazon.com/images/M/MV5BZjNkY2M5NWMtZjJiMy00YTZmLWI2NWEtZTI0MjhmNDc4ZThmXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,81,tt21027780,7.3,28885,97,11.76
Goodrich,https://m.media-amazon.com/images/M/MV5BMWVkNDNmYjEtNDZiYS00NjcyLWJiMWYtZTc2Y2FhMzc4NTE0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,111,tt10171472,0.0,0,0,91.93
Hellboy: The Crooked Man,https://m.media-amazon.com/images/M/MV5BOWNmZTQ0Y2UtNDJhZC00Y2MwLWFjOWQtM2ZmNjFmMTU5Mjg5XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,99,tt26757462,4.5,7605,40,59.68
It Ends with Us,https://m.media-amazon.com/images/M/MV5BYzM2NGMzNGQtZjNhMi00MTVkLTg2ZGQtN2M4OTllYzU1Y2Y0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,130,tt10655524,6.5,41885,57,46.9
Joker: Folie à Deux,https://m.media-amazon.com/images/M/MV5BNTRlNmU1NzEtODNkNC00ZGM3LWFmNzQtMjBlMWRiYTcyMGRhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,138,tt11315808,5.3,90310,33,64.56
La Cocina,https://m.media-amazon.com/images/M/MV5BMGYyYjI3MGQtNGIzNS00MTgxLWE2NDctMmZlNzE5OGY4NTY3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,139,tt19864832,7.3,423,81,90.5
Memory,https://m.media-amazon.com/images/M/MV5BM2NkYzhkOGEtZjgyMi00ZTc3LTlkYTMtYzhkOTZjZTQyYjAzXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,103,tt19864828,6.7,7119,86,79.65
Monster,https://m.media-amazon.com/images/M/MV5BMGJjYzVhYjEtNWYwMy00YTk5LWExMjYtNTdjODMyZTU3MzQwXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,127,tt23736044,7.8,28746,96,40.82
My Old Ass,https://m.media-amazon.com/images/M/MV5BNDhiYjE1ZTAtMjM2My00OGZhLWE4MGMtMDI1YzRiYWYzMTdkXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,89,tt18559464,7.5,3413,92,61.64
Never Let Go,https://m.media-amazon.com/images/M/MV5BNTAyMDE1N2YtNmI3NS00ZjZmLThlNzQtMjJkZmQ4NTE4YTA2XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,101,tt14415204,5.5,5310,55,44.64
Red Flower,https://m.media-amazon.com/images/M/MV5BNDg2OTE5NTUtM2UzZi00MDczLTk0NDgtNDZkOWZlZGRiNTE5XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,76,tt27478726,0.0,46,0,61.3
Red One,https://m.media-amazon.com/images/M/MV5BZmFkMjE4NjQtZTVmZS00MDZjLWE2ZmEtZTkzODljNjhlNWUxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,123,tt14948432,0.0,0,0,87.91
Singham Again,https://m.media-amazon.com/images/M/MV5BMjQzZDExZDEtYjAxYy00ZGVhLWE4YWItNTVkZjA5ZjVjZWM3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,143,tt11976134,0.0,0,0,71.33
Sleeping Dogs,https://m.media-amazon.com/images/M/MV5BOTViZDg5MTQtNzA3MC00OTlkLWEwYzAtODY2MWVlY2Y4NGY3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt8542964,6.1,14275,43,53.82
Smile 2,https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,127,tt29268110,7.2,21791,0,78.11
Speak No Evil,https://m.media-amazon.com/images/M/MV5BOTJjMDMyMGYtZWU3ZS00OTVmLTg1ZWUtY2E4OGEyOGNmMjhiXkEyXkFqcGc@._V1_SX300.jpg,2022,yes,97,tt14253846,6.6,49248,84,43.55
Take a Chance on Me,https://m.media-amazon.com/images/M/MV5BNTZjNWY2OTgtODg1NC00NGI5LWFlNDUtYTdhMWNkM2Y5NjIwXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,103,tt25969960,0.0,328,0,51.35
The Apprentice,https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,122,tt8368368,7.3,10263,79,79.25
The Braid,https://m.media-amazon.com/images/M/MV5BMTJkZTQ1ZWEtMzQ1Ni00MmU2LTgzZTctYmI4MDc4YWJhMWViXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,121,tt19894774,7.1,1289,0,92.43
The Engineer,https://m.media-amazon.com/images/M/MV5BZDFiMjNlNTUtOTE3ZS00ZjM2LTgxM2UtMzllYTgyMjJkOTY2XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,92,tt26450742,4.2,1943,0,37.5
The Second Act,https://m.media-amazon.com/images/M/MV5BOWZhZDAzMWUtMjk4MS00MWZiLThjNGUtYWFjMjcxMWM4MWYzXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,80,tt30784256,6.5,1628,64,50.91
The Silent Hour,https://m.media-amazon.com/images/M/MV5BOWE5NDg3NTYtZWEyNS00YjBlLTljZDYtOTVkN2Q4MDZjYWIyXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,99,tt22874848,0.0,7,64,63.49
The Tasting,https://m.media-amazon.com/images/M/MV5BNTljZDZjZjgtMDA4OS00NzU3LTg5MTEtNGRhMGNkZmM0OTA1XkEyXkFqcGc@._V1_SX300.jpg,2022,yes,92,tt14504294,6.2,987,0,63.38
The Teachers' Lounge,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,98,tt26612950,7.4,22714,96,48.98
The Wild Robot,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,102,tt29623480,8.5,21354,98,79.84
There's Still Tomorrow,https://m.media-amazon.com/images/M/MV5BMmZhOWMzNzQtNjY0OC00MTYzLTllODUtZjZjY2MzNDc5ODdmXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,118,tt21800162,7.7,12362,100,19.61
This Is My Mother,https://m.media-amazon.com/images/M/MV5BNGYxN2MzZDYtM2MwZC00MjcxLWEzODMtZGQ2ZmY1ODZlNDUzXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,105,tt25386452,0.0,205,0,72.57
This Time Next Year,https://m.media-amazon.com/images/M/MV5BOTk2ZDEyN2EtNzM2YS00Y2VlLWI0MTUtMGFlY2M4MWEwNGNiXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,116,tt16301164,5.6,1024,0,32.14
Til Death Do Us Part,https://m.media-amazon.com/images/M/MV5BMzU0ZjViOTYtZWVhZC00ZTI5LTljMGUtZmZhYjI1ZjM2ZTU1XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,111,tt27047448,3.8,6489,38,90.23
Tosca,https://m.media-amazon.com/images/M/MV5BMTg2MjliNGEtZGY1ZS00YzViLWIxOTEtOWVlZDVjNTM1MjIwXkEyXkFqcGc@._V1_SX300.jpg,2001,yes,126,tt0240122,7.5,458,65,47.3
Transformers One,https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,104,tt8864596,7.7,22587,88,78.58
Under Therapy,https://m.media-amazon.com/images/M/MV5BZmMzODRkN2UtNGY2Zi00NTk3LTkzZTQtMTFmYTZlMTRiMjA2XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,93,tt15977250,6.7,1607,0,85.62
Venom: The Last Dance,https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,109,tt16366836,0.0,0,0,84.72
We Live in Time,https://m.media-amazon.com/images/M/MV5BMGJkNjAxNTUtMGU5MC00ZTUyLTlmYzctNmE0ZDUzZTk5YTY1XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,107,tt27131358,7.4,853,79,86.81
Weekend in Taipei,https://m.media-amazon.com/images/M/MV5BY2JiNDJiN2EtNGRlNC00ODE2LTgwNmQtOGFiZTk0NjZlMmFhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,100,tt28142896,5.8,461,0,79.22
Woman of the Hour,https://m.media-amazon.com/images/M/MV5BYzliNzRjNDMtYTFmOS00NDQxLWJlOWMtZTViNjcyMzc0NzQwXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,95,tt7737800,6.8,265,91,83.22
