title,poster,year,valid,runtime,imdbID,imdbRating,imdbVotes,rtRating,popularity
Inside Out 2,https://m.media-amazon.com/images/M/MV5BYWY3MDE2Y2UtOTE3Zi00MGUzLTg2MTItZjE1ZWVkMGVlODRmXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,96,tt22022452,7.7,141056,90,32.86
It Ends with Us,https://m.media-amazon.com/images/M/MV5BYzM2NGMzNGQtZjNhMi00MTVkLTg2ZGQtN2M4OTllYzU1Y2Y0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,130,tt10655524,6.5,41885,57,53.28
Jigra,https://m.media-amazon.com/images/M/MV5BNmJhMTc5NDEtN2NkOC00Njc3LWJiMzgtZjhjZWNhZDhmZTE0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,153,tt26733317,0.0,0,0,75.15
Joker: Folie à Deux,https://m.media-amazon.com/images/M/MV5BNTRlNmU1NzEtODNkNC00ZGM3LWFmNzQtMjBlMWRiYTcyMGRhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,138,tt11315808,0.0,0,33,85.97
Les choses simples,https://m.media-amazon.com/images/M/MV5BN2I1NmNkNWYtMjU0ZC00ZWNiLTkxYjUtYzdmMmYzNzY2NTU0XkEyXkFqcGdeQXVyNTc5NjczOTE@._V1_SX300.jpg,2016,yes,95,tt10112052,0.0,0,0,46.48
Megalopolis,https://m.media-amazon.com/images/M/MV5BOTQ2MTcwODgtOTg3Yi00M2RmLWEyMDQtY2IzZmRlYzM3YzhjXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,138,tt10128846,5.3,5567,46,68.56
Monster,https://m.media-amazon.com/images/M/MV5BMGJjYzVhYjEtNWYwMy00YTk5LWExMjYtNTdjODMyZTU3MzQwXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,127,tt23736044,7.8,28746,96,55.07
My Hero Academia: You're Next,https://m.media-amazon.com/images/M/MV5BNGVmZDJhNjItYzdlOC00ODA2LWFkYjctY2NmMzNiZTQ2NTVjXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt32176689,0.0,200,92,44.4
My Old Ass,https://m.media-amazon.com/images/M/MV5BNDhiYjE1ZTAtMjM2My00OGZhLWE4MGMtMDI1YzRiYWYzMTdkXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,89,tt18559464,7.5,3413,92,77.04
Nefarious,https://m.media-amazon.com/images/M/MV5BM2Q3M2EwMTItYjVjOS00MjdjLWExMTItMjA4MmRhOTAxNzI3XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,97,tt14537248,6.4,30616,33,71.75
Never Let Go,https://m.media-amazon.com/images/M/MV5BNTAyMDE1N2YtNmI3NS00ZjZmLThlNzQtMjJkZmQ4NTE4YTA2XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,101,tt14415204,5.5,5310,55,56.6
Panda Bear in Africa,https://m.media-amazon.com/images/M/MV5BNGI3YWFkMWEtZTZjNS00NWI1LThiYWEtZDBlZDg4NWRjMzcxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,84,tt13616980,5.8,107,0,75.0
Red Flower,https://m.media-amazon.com/images/M/MV5BNDg2OTE5NTUtM2UzZi00MDczLTk0NDgtNDZkOWZlZGRiNTE5XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,76,tt27478726,0.0,46,0,79.25
Sleeping Dogs,https://m.media-amazon.com/images/M/MV5BOTViZDg5MTQtNzA3MC00OTlkLWEwYzAtODY2MWVlY2Y4NGY3XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt8542964,6.1,14275,43,63.14
Smile 2,https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,132,tt29268110,0.0,0,0,94.38
Speak No Evil,https://m.media-amazon.com/images/M/MV5BOTJjMDMyMGYtZWU3ZS00OTVmLTg1ZWUtY2E4OGEyOGNmMjhiXkEyXkFqcGc@._V1_SX300.jpg,2022,yes,97,tt14253846,6.6,49248,84,60.55
Strange Darling,https://m.media-amazon.com/images/M/MV5BNDE2OTQ0NjEtNmEwMC00NmRjLThiOGMtN2M1N2Q2YWY0NGY4XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,97,tt22375054,7.2,17514,95,50.58
Take a Chance on Me,https://m.media-amazon.com/images/M/MV5BNGMwYjc0NjgtOGM2Ny00ZGE5LThlN2ItMjU4NmFjMmY4YWYxXkEyXkFqcGdeQXVyMTYzMzQ3NzAy._V1_SX300.jpg,2023,yes,103,tt25969960,0.0,253,0,44.29
The Apprentice,https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,122,tt8368368,7.2,6143,0,90.06
The Day the Earth Blew Up: A Looney Tunes Movie,https://m.media-amazon.com/images/M/MV5BODc4NzBiMDItZTY2OC00OWQ4LTk5MjktYWYwZTNlNGQxNTk4XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,91,tt15352542,7.4,139,0,57.75
The Engineer,https://m.media-amazon.com/images/M/MV5BZDFiMjNlNTUtOTE3ZS00ZjM2LTgxM2UtMzllYTgyMjJkOTY2XkEyXkFqcGc@._V1_SX300.jpg,2023,yes,92,tt26450742,4.2,1925,0,47.17
The Second Act,https://m.media-amazon.com/images/M/MV5BOWZhZDAzMWUtMjk4MS00MWZiLThjNGUtYWFjMjcxMWM4MWYzXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,80,tt30784256,6.5,1628,64,64.36
The Silent Hour,https://m.media-amazon.com/images/M/MV5BOWE5NDg3NTYtZWEyNS00YjBlLTljZDYtOTVkN2Q4MDZjYWIyXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,99,tt22874848,0.0,7,64,78.63
The Tasting,https://m.media-amazon.com/images/M/MV5BODQxZDZlMDMtODdhZS00MzgwLWI2ODMtNjI4NGFmMzVmZjEzXkEyXkFqcGdeQXVyNDg4MDI2NzU@._V1_SX300.jpg,2022,yes,92,tt14504294,6.1,964,0,76.06
The Teachers' Lounge,https://m.media-amazon.com/images/M/MV5BOTkwZDgzNzgtMDBiZC00Y2M2LWI3MmUtZDM2Zjk1ZDc1YWJiXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,98,tt26612950,7.4,21923,96,54.7
The Wild Robot,https://m.media-amazon.com/images/M/MV5BZjM2M2E3YzAtZDJjYy00MDhkLThiYmItOGZhNzQ3NTgyZmI0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,102,tt29623480,8.5,21354,98,83.26
There's Still Tomorrow,https://m.media-amazon.com/images/M/MV5BMmZhOWMzNzQtNjY0OC00MTYzLTllODUtZjZjY2MzNDc5ODdmXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,118,tt21800162,7.7,11953,100,40.98
This Time Next Year,https://m.media-amazon.com/images/M/MV5BOTk2ZDEyN2EtNzM2YS00Y2VlLWI0MTUtMGFlY2M4MWEwNGNiXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,116,tt16301164,5.6,642,0,41.51
Transformers One,https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_SX300.jpg,2024,yes,104,tt8864596,7.8,8576,88,92.1
Un mondo a parte,https://m.media-amazon.com/images/M/MV5BYzY5NGUzNGQtN2VhYi00MmVhLTlhYzUtODk3ODE0NzlhMmNhXkEyXkFqcGdeQXVyMTM1Njk1Mjc0._V1_SX300.jpg,2024,yes,113,tt23769946,6.6,469,0,36.11
Venom: The Last Dance,https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,110,tt16366836,0.0,0,0,97.65
We Live in Time,https://m.media-amazon.com/images/M/MV5BMGJkNjAxNTUtMGU5MC00ZTUyLTlmYzctNmE0ZDUzZTk5YTY1XkEyXkFqcGc@._V1_SX300.jpg,2024,yes,107,tt27131358,7.4,853,79,89.54
Woman of the Hour,https://m.media-amazon.com/images/M/MV5BYzliNzRjNDMtYTFmOS00NDQxLWJlOWMtZTViNjcyMzc0NzQwXkEyXkFqcGc@._V1_SX300.jpg,2023,yes,95,tt7737800,6.8,265,91,73.74
